,Name,gender,is alive,age,Death_Probability
58,Dannie Abse,Male,yes,91,0.21141
59,Leo Abse,Male,no,91,0.21141
60,David Abshire,Male,yes,88,0.15972999999999998
61,Mumia Abu-Jamal,Male,yes,60,0.01086
64,Johnny Ace,Male,no,25,0.00114
65,Kirk Acevedo,Male,yes,40,0.00244
66,Aníbal Acevedo-Vilá,Male,yes,52,0.005379999999999999
67,Chinua Achebe,Male,no,83,0.09557
68,André Aciman,Male,yes,63,0.01444
73,Bruce Ackerman,Male,yes,71,0.03059
75,Forrest J. Ackerman,Male,no,92,0.23085999999999998
76,Gary Ackerman,Male,yes,72,0.03343
77,Josef Ackermann,Male,yes,66,0.01932
78,Joss Ackland,Male,yes,86,0.13083
79,Jensen Ackles,Male,yes,36,0.0017399999999999998
80,H. Gardner Ackley,Male,no,83,0.09557
81,Duane Acklie,Male,yes,83,0.09557
82,Peter Ackroyd,Male,yes,65,0.01753
83,Rodolfo Acosta,Male,no,54,0.00632
84,Manny Acta,Male,yes,45,0.0036299999999999995
85,Eddie Acuff,Male,no,53,0.0058
86,Roy Acuff,Male,no,89,0.17584
87,Francisco Javier Ramírez Acuña,Male,yes,62,0.01311
88,Jason Acuña,Male,yes,41,0.00264
89,King Ad-Rock,Male,yes,48,0.004379999999999999
90,Charles E. Adair,Male,yes,67,0.02122
92,E. Ross Adair,Male,no,76,0.04715
93,Red Adair,Male,no,89,0.17584
94,Valdas Adamkus,Male,yes,88,0.15972999999999998
97,Ansel Adams,Male,no,82,0.08596000000000001
98,"Brian ""Crush"" Adams",Male,no,43,0.0031
99,Brock Adams,Male,no,77,0.05184
101,Bryan Adams,Male,yes,55,0.0069099999999999995
102,Charles Francis Adams IV,Male,no,89,0.17584
103,Don Adams,Male,no,79,0.06305
104,Douglas Adams,Male,no,49,0.00457
105,Evan Adams,Male,yes,48,0.004379999999999999
106,Gerry Adams,Male,yes,66,0.01932
108,Joey Adams,Male,no,88,0.15972999999999998
109,John Adams,Male,yes,67,0.02122
110,Jonathan Adams,Male,yes,47,0.00418
113,Lee Adams,Male,yes,90,0.19307
114,Mason Adams,Male,no,86,0.13083
116,Nick Adams,Male,no,37,0.0018899999999999998
118,Patch Adams,Male,yes,69,0.02538
119,Patrick J. Adams,Male,yes,33,0.00137
120,Richard Adams,Male,yes,94,0.27296
121,Ryan Adams,Male,yes,40,0.00244
122,Sam Adams,Male,yes,51,0.00504
124,Scott Adams,Male,yes,57,0.00828
126,Harold Adamson,Male,no,74,0.03942
128,Stuart Adamson,Male,no,43,0.0031
129,Joe Adcock,Male,no,72,0.03343
130,Joseph P. Addabbo,Male,no,61,0.01192
131,Charles Addams,Male,no,76,0.04715
133,Cannonball Adderley,Male,no,47,0.00418
134,Herb Adderley,Male,yes,75,0.04299
135,Terence E. Adderley,Male,yes,81,0.07737999999999999
136,David Addington,Male,yes,57,0.00828
137,Hugh J. Addonizio,Male,no,67,0.02122
138,Mark Addy,Male,yes,50,0.0047799999999999995
139,Wesley Addy,Male,no,83,0.09557
140,King Sunny Ade,Male,yes,68,0.02323
141,Saif al-Adel,Male,yes,54,0.00632
143,Ken Adelman,Male,yes,68,0.02323
144,Rick Adelman,Male,yes,68,0.02323
145,Jay Adelson,Male,yes,44,0.00335
146,Sheldon Adelson,Male,yes,81,0.07737999999999999
147,Paul Adelstein,Male,yes,45,0.0036299999999999995
148,Robert Aderholt,Male,yes,49,0.00457
149,Patrick Adiarte,Male,yes,71,0.03059
151,Hasil Adkins,Male,no,68,0.02323
152,Rodney C. Adkins,Male,yes,56,0.00757
153,Scott Adkins,Male,yes,38,0.00206
154,Trace Adkins,Male,yes,52,0.005379999999999999
156,Charles Adler,Male,yes,58,0.009059999999999999
157,John Adler,Male,no,52,0.005379999999999999
158,Larry Adler,Male,no,87,0.14473
159,Lou Adler,Male,yes,81,0.07737999999999999
160,Luther Adler,Male,no,81,0.07737999999999999
161,Max Adler,Male,yes,28,0.00107
162,Mortimer J. Adler,Male,no,99,0.37271
164,Richard Adler,Male,no,91,0.21141
165,Robert Adler,Male,no,94,0.27296
167,Steven Adler,Male,yes,49,0.00457
169,Percy Adlon,Male,yes,79,0.06305
170,Joe Adonis,Male,no,69,0.02538
171,Mario Adorf,Male,yes,84,0.10625
172,Theodor Adorno,Male,no,66,0.01932
173,Ferrán Adrià,Male,yes,52,0.005379999999999999
174,Adrian,Male,no,56,0.00757
176,Scott Adsit,Male,yes,49,0.00457
177,Bhumibol Adulyadej,Male,yes,87,0.14473
178,Isaias Afewerki,Male,yes,68,0.02323
179,Ben Affleck,Male,yes,42,0.00286
180,Casey Affleck,Male,yes,39,0.00224
181,John Agar,Male,no,81,0.07737999999999999
182,Alex Agase,Male,no,85,0.11800000000000001
183,Andre Agassi,Male,yes,44,0.00335
184,Mehmet Ali Agca,Male,yes,56,0.00757
185,G. Steven Agee,Male,yes,62,0.01311
186,James Agee,Male,no,46,0.00392
187,Philip Agee,Male,no,73,0.03633
188,Steve Agee,Male,yes,45,0.0036299999999999995
190,O. Rudolph Aggrey,Male,yes,88,0.15972999999999998
192,Gianni Agnelli,Male,no,82,0.08596000000000001
193,Roger Agnelli,Male,yes,55,0.0069099999999999995
194,Umberto Agnelli,Male,no,70,0.02785
196,Spiro T. Agnew,Male,no,78,0.05711
197,Art Agnos,Male,yes,76,0.04715
198,Larry Agran,Male,yes,69,0.02538
199,Peter Agre,Male,yes,65,0.01753
201,Martin Agronsky,Male,no,84,0.10625
203,Rick Aguilera,Male,yes,53,0.0058
205,Bertie Ahern,Male,yes,63,0.01444
206,Brian Aherne,Male,no,84,0.10625
207,Mahmoud Ahmadinejad,Male,yes,58,0.009059999999999999
208,"Howard Ahmanson, Jr.",Male,yes,64,0.0159
209,Iajuddin Ahmed,Male,no,81,0.07737999999999999
210,Kamal Ahmed,Male,yes,48,0.004379999999999999
211,Philip Ahn,Male,no,73,0.03633
213,Martti Ahtisaari,Male,yes,77,0.05184
214,Danny Aiello,Male,yes,81,0.07737999999999999
215,Clay Aiken,Male,yes,36,0.0017399999999999998
216,Howard Aiken,Male,no,73,0.03633
217,Liam Aiken,Male,yes,24,0.0012
218,Troy Aikman,Male,yes,48,0.004379999999999999
219,Roger Ailes,Male,yes,74,0.03942
220,Alvin Ailey,Male,no,58,0.009059999999999999
222,James Aiona,Male,yes,59,0.009909999999999999
223,Andrew Airlie,Male,yes,53,0.0058
224,Fouad Ajami,Male,no,69,0.02538
226,Daniel Akaka,Male,yes,90,0.19307
227,Askar Akayev,Male,yes,70,0.02785
228,George A. Akerlof,Male,yes,74,0.03942
230,John F. Akers,Male,no,80,0.06978
232,Daniel F. Akerson,Male,yes,66,0.01932
233,Emperor Akihito,Male,yes,81,0.07737999999999999
234,Todd Akin,Male,yes,67,0.02122
235,Adewale Akinnuoye-Agbaje,Male,yes,47,0.00418
236,Claude Akins,Male,no,68,0.02323
237,James E. Akins,Male,no,84,0.10625
238,Prince Akishino,Male,yes,49,0.00457
239,Moustapha Akkad,Male,no,75,0.04299
240,Sami Al-Arian,Male,yes,56,0.00757
242,Hafez al-Assad,Male,no,70,0.02785
243,Anwar al-Awlaki,Male,no,40,0.00244
244,Omar al-Bashir,Male,yes,70,0.02785
245,Jaber III al-Sabah,Male,no,80,0.06978
247,Tony Alamo,Male,yes,80,0.06978
248,Arthur L. Alarcon,Male,yes,89,0.17584
249,Ali Alatas,Male,no,76,0.04715
250,Carlos Alazraqui,Male,yes,52,0.005379999999999999
252,Joshua Alba,Male,yes,32,0.00128
254,Captain Lou Albano,Male,no,76,0.04715
255,Damon Albarn,Male,yes,46,0.00392
256,James F. Albaugh,Male,yes,64,0.0159
257,Edward Albee,Male,yes,86,0.13083
259,Albert II,Male,yes,80,0.06978
260,Prince Albert II,Male,yes,56,0.00757
261,Carl B. Albert,Male,no,92,0.23085999999999998
262,Eddie Albert,Male,no,99,0.37271
263,Edward Albert,Male,no,55,0.0069099999999999995
264,Marv Albert,Male,yes,73,0.03633
265,Morris Albert,Male,yes,63,0.01444
266,Stew Albert,Male,no,67,0.02122
267,William O. Albertini,Male,no,65,0.01753
268,Frank Albertson,Male,no,55,0.0069099999999999995
269,Jack Albertson,Male,no,74,0.03942
270,Joe Albertson,Male,no,87,0.14473
272,Barry T. Albin,Male,yes,62,0.01311
273,Steve Albini,Male,yes,52,0.005379999999999999
274,Mitch Albom,Male,yes,56,0.00757
275,Gerd Albrecht,Male,no,79,0.06305
276,Karl Albrecht,Male,no,92,0.23085999999999998
277,Theo Albrecht,Male,no,88,0.15972999999999998
278,Hardie Albright,Male,no,72,0.03343
279,Joseph P. Albright,Male,no,71,0.03059
283,Chris Alcaide,Male,no,82,0.08596000000000001
285,Alan Alda,Male,yes,78,0.05711
286,Robert Alda,Male,no,72,0.03343
287,Jason Aldean,Male,yes,37,0.0018899999999999998
288,Norman Alden,Male,no,88,0.15972999999999998
289,Kurt Alder,Male,no,56,0.00757
290,Ruggero J. Aldisert,Male,yes,95,0.29443
291,Brian Aldiss,Male,yes,89,0.17584
292,Tom Aldredge,Male,no,83,0.09557
293,Gary Aldrich,Male,yes,69,0.02538
294,Robert Aldrich,Male,no,65,0.01753
295,James Aldridge,Male,yes,96,0.31547
297,Michael Aldridge,Male,no,74,0.03942
298,Pete Aldridge,Male,yes,76,0.04715
299,Buzz Aldrin,Male,yes,84,0.10625
301,Kevin Alejandro,Male,yes,38,0.00206
302,Arthur Alexander,Male,no,53,0.0058
303,Bill Alexander,Male,yes,80,0.06978
304,Christopher Alexander,Male,yes,78,0.05711
305,Cris Alexander,Male,no,92,0.23085999999999998
306,Dave Alexander,Male,no,28,0.00107
307,Douglas Alexander,Male,yes,47,0.00418
308,Doyle Alexander,Male,yes,64,0.0159
310,Flex Alexander,Male,yes,44,0.00335
312,Jason Alexander,Male,yes,55,0.0069099999999999995
314,Lamar Alexander,Male,yes,74,0.03942
315,Lloyd Alexander,Male,no,83,0.09557
316,Rodney Alexander,Male,yes,68,0.02323
317,Ross Alexander,Male,no,30,0.00116
320,Shaun Alexander,Male,yes,37,0.0018899999999999998
321,Terence Alexander,Male,no,86,0.13083
323,Sherman Alexie,Male,yes,48,0.004379999999999999
324,Jacques-Édouard Alexis,Male,yes,67,0.02122
326,Zhores I. Alferov,Male,yes,84,0.10625
327,Raúl Alfonsín,Male,no,82,0.08596000000000001
330,Steve Alford,Male,yes,50,0.0047799999999999995
331,Hannes Alfvén,Male,no,87,0.14473
332,Nelson Algren,Male,no,72,0.03343
333,Saif Ali Khan,Male,yes,44,0.00335
334,Ahmed Ali,Male,no,84,0.10625
337,Muhammad Ali,Male,yes,72,0.03343
342,Saul Alinsky,Male,no,63,0.01444
344,Joseph Alioto,Male,no,82,0.08596000000000001
346,Samuel Alito,Male,yes,64,0.0159
347,Ilham Aliyev,Male,yes,53,0.0058
348,William Allain,Male,no,85,0.11800000000000001
349,Paul Allaire,Male,yes,76,0.04715
350,Maurice Allais,Male,no,99,0.37271
351,Roger Allam,Male,yes,61,0.01192
353,Gary Allan,Male,yes,47,0.00418
354,Harris Allan,Male,yes,29,0.0011099999999999999
355,Wayne Allard,Male,yes,71,0.03059
356,Joe Allbaugh,Male,yes,62,0.01311
357,Joe L. Allbritton,Male,no,88,0.15972999999999998
359,Marc Allégret,Male,no,73,0.03633
360,Yves Allégret,Male,no,80,0.06978
362,Bob Allen,Male,yes,56,0.00757
363,Byron Allen,Male,yes,53,0.0058
364,Chad Allen,Male,yes,40,0.00244
366,Claude Allen,Male,yes,54,0.00632
367,Daevid Allen,Male,yes,76,0.04715
368,David Allen,Male,yes,69,0.02538
369,Dayton Allen,Male,no,85,0.11800000000000001
373,Dick Allen,Male,yes,72,0.03343
375,George Allen,Male,no,72,0.03343
376,George Allen,Male,yes,62,0.01311
377,George V. Allen,Male,no,67,0.02122
378,"Herbert A. Allen, Sr.",Male,no,89,0.17584
379,Irwin Allen,Male,no,75,0.04299
380,James B. Allen,Male,no,66,0.01932
384,Keith Allen,Male,yes,61,0.01192
387,"Lew Allen, Jr.",Male,no,85,0.11800000000000001
388,Lewis Allen,Male,no,95,0.29443
390,Marcus Allen,Male,yes,54,0.00632
391,Marty Allen,Male,yes,92,0.23085999999999998
393,Mel Allen,Male,no,83,0.09557
394,Mike Allen,Male,yes,50,0.0047799999999999995
396,Paul Allen,Male,yes,61,0.01192
397,Peter Allen,Male,no,48,0.004379999999999999
398,Ray Allen,Male,yes,39,0.00224
399,Red Allen,Male,no,59,0.009909999999999999
400,Rex Allen,Male,no,79,0.06305
401,Richard V. Allen,Male,yes,78,0.05711
402,Rick Allen,Male,yes,51,0.00504
403,Robert E. Allen,Male,yes,79,0.06305
404,Steve Allen,Male,no,79,0.06305
405,Ted Allen,Male,yes,49,0.00457
406,Thad Allen,Male,yes,65,0.01753
407,Tim Allen,Male,yes,61,0.01192
408,Tom Allen,Male,yes,69,0.02538
409,Walter Allen,Male,no,84,0.10625
410,Woody Allen,Male,yes,79,0.06305
413,G. G. Allin,Male,no,37,0.0018899999999999998
415,Bobby Allison,Male,yes,77,0.05184
417,Gene Allison,Male,no,70,0.02785
418,Graham T. Allison,Male,yes,74,0.03942
419,Herbert M. Allison,Male,no,70,0.02785
420,John A. Allison,Male,yes,66,0.01932
421,John M. Allison,Male,no,73,0.03633
422,Kevin Allison,Male,yes,44,0.00335
423,Luther Allison,Male,no,58,0.009059999999999999
424,Mose Allison,Male,yes,87,0.14473
425,"Robert J. Allison, Jr.",Male,yes,75,0.04299
426,Duane Allman,Male,no,25,0.00114
427,Gregg Allman,Male,yes,67,0.02122
428,Marshall Allman,Male,yes,30,0.00116
429,Quinn Allman,Male,yes,32,0.00128
430,Corbin Allred,Male,yes,35,0.0016
432,Kenneth Allsop,Male,no,53,0.0058
433,Mike Allsup,Male,yes,67,0.02122
436,Joaquim de Almeida,Male,yes,57,0.00828
437,Néstor Almendros,Male,no,62,0.01311
438,Michael Almereyda,Male,yes,55,0.0069099999999999995
439,Pedro Almodóvar,Male,yes,63,0.01444
440,Lincoln C. Almond,Male,yes,78,0.05711
441,Marc Almond,Male,yes,58,0.009059999999999999
442,Joaquin Almunia,Male,yes,66,0.01932
443,Carlos Alomar,Male,yes,63,0.01444
444,Roberto Alomar,Male,yes,46,0.00392
446,Fernando Alonso,Male,yes,33,0.00137
447,Laz Alonso,Male,yes,40,0.00244
449,Herb Alpert,Male,yes,79,0.06305
450,Rolando Alphonso,Male,no,67,0.02122
451,Joseph Alsop,Male,no,79,0.06305
453,Walter Alston,Male,no,73,0.03633
455,Jonathan Alter,Male,yes,57,0.00828
456,Eric Alterman,Male,yes,54,0.00632
458,Louis Althusser,Male,no,72,0.03343
459,Jeff Altman,Male,yes,63,0.01444
460,Robert Altman,Male,no,81,0.07737999999999999
461,Sidney Altman,Male,yes,75,0.04299
462,Jason Altmire,Male,yes,46,0.00392
463,John Alton,Male,no,95,0.29443
464,T. M. Aluko,Male,no,92,0.23085999999999998
466,Phil Alvarado,Male,no,84,0.10625
468,Luis W. Alvarez,Male,no,77,0.05184
470,John Alvin,Male,no,92,0.23085999999999998
471,Lance Alworth,Male,yes,74,0.03942
472,Kirk Alyn,Male,no,89,0.17584
473,Lyle Alzado,Male,no,43,0.0031
475,Jorge Amado,Male,no,89,0.17584
476,Luís Amado,Male,yes,61,0.01192
477,John Amaechi,Male,yes,44,0.00335
478,Mathieu Amalric,Male,yes,49,0.00457
479,Tom Amandes,Male,yes,55,0.0069099999999999995
482,Justin Amash,Male,yes,34,0.00148
483,Mukesh Ambani,Male,yes,57,0.00828
484,Eric Ambler,Male,no,89,0.17584
485,Jacques d'Amboise,Male,yes,80,0.06978
486,Thomas L. Ambro,Male,yes,65,0.01753
489,Stephen E. Ambrose,Male,no,66,0.01932
491,Gene Amdahl,Male,yes,92,0.23085999999999998
492,Alan Ameche,Male,no,55,0.0069099999999999995
493,Don Ameche,Male,no,89,0.17584
494,Gil Amelio,Male,yes,71,0.03059
495,Claudio Amendola,Male,yes,51,0.00504
496,Jeff Ament,Male,yes,51,0.00504
499,Aldrich Ames,Male,yes,73,0.03633
500,Ed Ames,Male,yes,87,0.14473
501,Leon Ames,Male,no,91,0.21141
504,Jon Amiel,Male,yes,66,0.01932
505,Hardy Amies,Male,no,94,0.27296
506,Hafizullah Amin,Male,no,50,0.0047799999999999995
507,Idi Amin,Male,no,75,0.04299
508,Yigal Amir,Male,yes,44,0.00335
509,Kingsley Amis,Male,no,73,0.03633
510,Martin Amis,Male,yes,65,0.01753
512,A. R. Ammons,Male,no,75,0.04299
513,Cleveland Amory,Male,no,81,0.07737999999999999
514,James F. Amos,Male,yes,68,0.02323
515,John Amos,Male,yes,75,0.04299
517,Wally Amos,Male,yes,78,0.05711
518,Morey Amsterdam,Male,no,88,0.15972999999999998
520,Mulk Raj Anand,Male,no,99,0.37271
521,Albert Anastasia,Male,no,55,0.0069099999999999995
522,Trey Anastasio,Male,yes,50,0.0047799999999999995
524,Rudolfo Anaya,Male,yes,77,0.05184
525,Toney Anaya,Male,yes,73,0.03633
528,David Anders,Male,yes,33,0.00137
531,Elmer L. Andersen,Male,no,95,0.29443
532,Eric Andersen,Male,yes,71,0.03059
533,Anthony Anderson,Male,yes,44,0.00335
535,Bill Anderson,Male,yes,77,0.05184
536,Brad Anderson,Male,yes,90,0.19307
537,Brady Anderson,Male,yes,50,0.0047799999999999995
538,Brett Anderson,Male,yes,47,0.00418
539,C. Elmer Anderson,Male,no,86,0.13083
540,Carl Anderson,Male,no,59,0.009909999999999999
541,Carl David Anderson,Male,no,86,0.13083
542,David Anderson,Male,no,60,0.01086
543,Dennis Anderson,Male,yes,54,0.00632
544,Eddie Anderson,Male,no,72,0.03343
547,Forrest H. Anderson,Male,no,76,0.04715
548,Gary Anderson,Male,yes,55,0.0069099999999999995
550,Glenn M. Anderson,Male,no,81,0.07737999999999999
551,Harry Anderson,Male,yes,62,0.01311
552,Herbert Anderson,Male,no,77,0.05184
553,Ian Anderson,Male,yes,67,0.02122
554,Jack Anderson,Male,no,83,0.09557
555,Jack Z. Anderson,Male,no,77,0.05184
556,James Anderson,Male,no,48,0.004379999999999999
557,Jeff Anderson,Male,yes,44,0.00335
558,Joe Anderson,Male,yes,32,0.00128
559,John Anderson,Male,yes,60,0.01086
560,John Anderson,Male,no,70,0.02785
561,"John Anderson, Jr.",Male,no,97,0.33576999999999996
562,John Anderson,Male,yes,92,0.23085999999999998
563,Jon Anderson,Male,yes,70,0.02785
565,Ken Anderson,Male,yes,65,0.01753
566,Kevin Anderson,Male,yes,54,0.00632
567,Kevin J. Anderson,Male,yes,52,0.005379999999999999
569,Leroy Anderson,Male,no,67,0.02122
570,Lindsay Anderson,Male,no,71,0.03059
571,Lloyd Anderson,Male,no,98,0.35496
573,Louie Anderson,Male,yes,61,0.01192
577,Michael Anderson,Male,yes,94,0.27296
578,Ottis Anderson,Male,yes,57,0.00828
580,Paul H. Anderson,Male,yes,71,0.03059
581,Paul Thomas Anderson,Male,yes,44,0.00335
582,Paul W.S. Anderson,Male,yes,49,0.00457
583,Philip W. Anderson,Male,yes,91,0.21141
584,Poul Anderson,Male,no,75,0.04299
586,Reuben V. Anderson,Male,yes,72,0.03343
587,Richard Anderson,Male,yes,88,0.15972999999999998
588,Richard Dean Anderson,Male,yes,64,0.0159
589,Robert Anderson,Male,no,86,0.13083
590,Robert Anderson,Male,no,74,0.03942
591,Robert B. Anderson,Male,no,79,0.06305
592,Robert O. Anderson,Male,no,90,0.19307
593,Robert W. Anderson,Male,no,92,0.23085999999999998
594,Rocky Anderson,Male,yes,63,0.01444
595,Russell A. Anderson,Male,yes,72,0.03343
596,Sigurd Anderson,Male,no,86,0.13083
597,Sparky Anderson,Male,no,76,0.04715
598,Stephen H. Anderson,Male,yes,82,0.08596000000000001
599,Tom Anderson,Male,yes,39,0.00224
600,Victor E. Anderson,Male,no,60,0.01086
601,Warner Anderson,Male,no,65,0.01753
602,Wendell R. Anderson,Male,yes,81,0.07737999999999999
603,Wes Anderson,Male,yes,45,0.0036299999999999995
604,William Robert Anderson,Male,no,86,0.13083
605,Benny Andersson,Male,yes,68,0.02323
608,Keith Andes,Male,no,85,0.11800000000000001
609,Momofuku Ando,Male,no,97,0.33576999999999996
610,André 3000,Male,yes,39,0.00224
611,André the Giant,Male,no,47,0.00418
612,Peter André,Male,yes,41,0.00264
613,Dwayne Andreas,Male,yes,96,0.31547
614,G. Allen Andreas,Male,yes,71,0.03059
615,Marc Andreessen,Male,yes,43,0.0031
616,Giulio Andreotti,Male,no,94,0.27296
618,Mario Andretti,Male,yes,74,0.03942
619,Michael Andretti,Male,yes,52,0.005379999999999999
620,Prince Andrew,Male,yes,54,0.00632
621,Anthony Andrews,Male,yes,66,0.01932
622,Arthur Glenn Andrews,Male,no,99,0.37271
623,Barry Andrews,Male,yes,58,0.009059999999999999
624,Dana Andrews,Male,no,83,0.09557
625,Edward Andrews,Male,no,71,0.03059
626,Giuseppe Andrews,Male,yes,35,0.0016
627,Harry Andrews,Male,no,78,0.05711
630,Mark Andrews,Male,yes,88,0.15972999999999998
632,Michael A. Andrews,Male,yes,70,0.02785
633,Naveen Andrews,Male,yes,45,0.0036299999999999995
635,Robert E. Andrews,Male,yes,57,0.00828
636,Tige Andrews,Male,no,87,0.14473
637,William Andrews,Male,yes,59,0.009909999999999999
638,Yuri Andropov,Male,no,70,0.02785
639,Cecil D. Andrus,Male,yes,83,0.09557
640,Christian Anfinsen,Male,no,79,0.06305
641,Michael Angarano,Male,yes,27,0.00106
642,Ashley Parker Angel,Male,yes,33,0.00137
643,Criss Angel,Male,yes,47,0.00418
647,Phil Angelides,Male,yes,61,0.01192
649,Scott Angelle,Male,yes,53,0.0058
650,Theo Angelopoulos,Male,no,77,0.05184
652,Kenneth Anger,Male,yes,84,0.10625
654,Kurt Angle,Male,yes,46,0.00392
656,John Aniston,Male,yes,81,0.07737999999999999
657,Paul Anka,Male,yes,73,0.03633
662,Dave Annable,Male,yes,35,0.0016
663,Ken Annakin,Male,no,95,0.29443
664,Kofi Annan,Male,yes,76,0.04715
665,Jean-Jacques Annaud,Male,yes,71,0.03059
668,Walter Annenberg,Male,no,94,0.27296
670,Frank Annunzio,Male,no,86,0.13083
671,Jean Anouilh,Male,no,77,0.05184
672,Michael Ansara,Male,no,91,0.21141
674,Aziz Ansari,Male,yes,31,0.00121
675,Philip Anschutz,Male,yes,75,0.04299
676,Phil Anselmo,Male,yes,46,0.00392
677,Andrus Ansip,Male,yes,58,0.009059999999999999
679,David Anspaugh,Male,yes,68,0.02323
680,Harry Lee Anstead,Male,yes,77,0.05184
681,Decker Anstrom,Male,yes,64,0.0159
682,Adam Ant,Male,yes,60,0.01086
683,Eddie Antar,Male,yes,67,0.02122
684,George Antheil,Male,no,59,0.009909999999999999
685,Anthony,Male,yes,53,0.0058
687,Beryl Anthony,Male,yes,76,0.04715
688,Carmelo Anthony,Male,yes,30,0.00116
690,Earl Anthony,Male,no,63,0.01444
692,Marc Anthony,Male,yes,45,0.0036299999999999995
693,Michael Anthony,Male,yes,60,0.01086
694,Michael Anthony,Male,yes,82,0.08596000000000001
695,Piers Anthony,Male,yes,80,0.06978
696,Ray Anthony,Male,yes,92,0.23085999999999998
697,David Antin,Male,yes,82,0.08596000000000001
699,Steve Antin,Male,yes,56,0.00757
702,Michelangelo Antonioni,Male,no,95,0.29443
703,Michael Antonovich,Male,yes,75,0.04299
706,Rocky Aoki,Male,no,70,0.02785
707,Luis Aparicio,Male,yes,80,0.06978
708,Judd Apatow,Male,yes,47,0.00418
710,Jerry Apodaca,Male,yes,80,0.06978
712,Leo Apotheker,Male,yes,61,0.01192
713,Aharon Appelfeld,Male,yes,82,0.08596000000000001
714,Kofi Appenteng,Male,yes,57,0.00828
715,Kwame Anthony Appiah,Male,yes,60,0.01086
716,Carmine Appice,Male,yes,68,0.02323
717,Vinny Appice,Male,yes,55,0.0069099999999999995
719,Max Apple,Male,yes,73,0.03633
722,Douglas Applegate,Male,yes,86,0.13083
726,Steven R. Appleton,Male,no,52,0.005379999999999999
727,Marshall Applewhite,Male,no,66,0.01932
728,Luke Appling,Male,no,84,0.10625
729,John Aprea,Male,yes,73,0.03633
730,Michael Apted,Male,yes,73,0.03633
731,Benigno Aquino,Male,no,51,0.00504
732,Benigno Aquino III,Male,yes,54,0.00632
734,Yasser Arafat,Male,no,75,0.04299
735,Sergio Aragones,Male,yes,77,0.05184
736,Gregg Araki,Male,yes,55,0.0069099999999999995
737,Nobuyoshi Araki,Male,yes,74,0.03942
739,"Thomas Aranda, Jr.",Male,yes,80,0.06978
740,Daniel arap Moi,Male,yes,90,0.19307
741,Alí Rodríguez Araque,Male,yes,77,0.05184
742,Rand V. Araskog,Male,yes,83,0.09557
743,Tom Araya,Male,yes,53,0.0058
744,Jacobo Arbenz,Male,no,58,0.009059999999999999
745,Werner Arber,Male,yes,85,0.11800000000000001
746,Al Arbour,Male,yes,82,0.08596000000000001
747,Allan Arbus,Male,no,95,0.29443
749,Denys Arcand,Male,yes,73,0.03633
750,Eddie Arcaro,Male,no,81,0.07737999999999999
